300 5 3 0.001
92.17420691191947 9.991608295748255 35.07822710738356 52.101091791770784 99.5879924718575
37.99623932590501 88.2481760908868 52.13182054551362 31.715798599622037 49.70134931893635
36.66473332250894 81.84042482001229 77.43902567863509 12.47878467179887 53.3937878468736
11.923394489579774 97.05378131060903 86.68099219055625 59.22159046111803 17.10235133507244
21.50123149184363 95.59592112482208 74.30713191251293 30.11066794358136 37.520690868986314
21.352165340105024 49.92508776578766 14.22771783464174 38.70470676585899 37.86232071143295
27.715660617156257 29.938394191641905 99.56339679890776 42.953467653838 83.42416588809148
5.5723294445994 89.57313919588643 88.74697204205472 56.4009347663596 67.52139270016588
38.678544003248504 74.31110620519303 12.146950637021403 7.767207320782255 27.42768117387221
52.96204461087927 28.509796428929757 98.23225888678809 37.76345234486031 82.2370979469726
76.79893598535392 1.8166089484158765 79.35247693627073 8.792587938018581 43.33697654579917
58.33728134134275 11.595735350457426 69.36025890892927 22.470385050416976 57.16606952352752
57.41835217037627 69.6985859626491 46.10425937686804 22.24231173543789 35.58360581880039
95.51080491445441 71.93463969924841 99.90535887515072 31.08345138056816 86.89916620557904
84.08372772870263 72.88068224903118 10.702157395300238 74.00588572587245 49.723242550991976
53.381174696334874 86.78528004870071 85.40933958903778 10.124413619867978 78.25358940243339
44.89154070472495 66.12815397628655 58.79181692700898 51.364553272831294 72.3963804170549
53.00366667978695 55.5070460628159 60.10014387609025 99.6484878884415 26.378087388403447
29.8246304908525 58.62039396683585 45.94994289478406 47.570724501281745 50.664586259703256
80.28836519625348 63.50492732008419 63.98954371060799 19.383023935102816 94.76207917471771
72.45945054538642 91.11942810038954 89.68252132486784 73.52949287265074 44.113965475027186
11.0733179945258 45.24617296703042 93.29052900979032 99.40879646501857 31.89289193765984
36.92244504998595 63.4967794578316 86.20503367918693 19.5824073510385 7.845130454674787
56.04388580236266 12.010187517970383 71.48085546187252 69.9568496516085 59.70944672686126
36.619123311186385 91.62358816796856 97.58430019773819 19.49262962960745 71.1577127747933
57.128124018364865 28.138212710314093 63.77714060152869 42.31475842129427 59.453476850623886
52.710095178225416 89.56458382755626 53.81630904488498 81.60771834021178 38.114043641622175
2.154253009056628 89.2118306461953 69.64397654472228 1.0841440192637108 17.63154993880036
63.068263429150484 81.77672088721188 3.9721004894014755 22.69153097977036 33.4606298335819
10.952839023112348 1.4674726096803203 63.79113715013436 50.948501638809965 93.9856156510553
25.795972663838807 27.40870732171713 81.07543648942526 51.02012206475543 74.82758562945972
66.81373675853186 32.9619274811888 26.174637906084996 76.13062894886964 29.36954424701502
72.83034441543074 19.05499355062732 89.22348953628223 37.930897609572554 24.703361073373042
58.24531979610208 9.812493862669069 4.734039586545801 55.87346307059832 6.6511455574636225
2.8896188005269496 59.587240601031866 31.004468775564874 26.19312705657988 40.86641471347057
30.52239467043192 5.226623527566964 27.748037199374508 70.53142162194364 96.35362606280334
4.4298991000705445 75.15280449785334 69.10289342660522 20.1811527657329 75.9005559645072
21.08896097535784 67.39073208275786 20.696442927881442 57.55719902276781 1.1541518470616463
3.1830710921646244 9.273549679792314 11.918669757970113 71.77643765045147 25.014900408371854
27.12329907305191 89.32863200805087 95.80507194592109 51.34326130418786 80.21528610971393
54.342480962028816 40.446003950327515 1.8639632724934518 90.36966640767209 44.50352177879153
98.30775653403532 16.16740587461386 75.3653091648213 68.0196545590243 3.167801375745971
40.74922587934219 98.15881122452343 38.60358015759735 33.248068420493794 76.53749396456874
56.554739232329354 89.27491437052855 55.88686251485301 77.28179515242884 81.81536991665318
66.15250488337723 38.0511899182971 81.69394349211134 13.079422204702107 86.48059639376257
53.14111312695856 95.59176371651958 31.508879571700945 84.6159803765047 81.80576387908903
4.011984246472533 36.64697277158068 51.906858997157144 65.6824709119566 63.34762110081885
66.71947745425254 27.56974997760674 27.607863633464003 85.00643798107636 33.713710410586486
48.61026622635528 4.260721115021671 40.97101974174866 21.292540357524803 29.72992694007105
5.426937655895547 77.55819635976091 26.221872832896942 58.44980958366439 66.27252248703003
14.714523834700389 12.936982581795341 21.596103952702027 28.55020500473514 53.55550979728913
60.95037094646138 88.33757368602531 87.2033994389827 33.846075740718554 79.768689639053
73.8246860001599 33.0909904554575 45.97890040829632 94.02621765644015 89.89430827114849
17.846389463202208 11.369629163663774 73.24133916958554 99.44629905606841 68.4495717767273
38.38931751237038 95.96015566830334 6.414644461329311 24.95154936380336 93.73480778621428
20.335941630281106 40.662956779050795 8.552351715571904 55.23989353410239 25.471303871209905
7.404095955330048 61.310130133931 24.951776862273633 95.89670381742708 30.334397214671228
16.25794917079687 61.656545034124136 73.63691232711165 96.17787395184212 10.590218985835131
14.302619001298 58.35272815175996 78.9348052967456 38.42655847109041 62.81840393537523
11.677681479681246 84.51782616810641 23.399639573090226 86.64820985077381 83.28077509831321
94.98597254096175 79.06112204682168 96.11264028125358 58.326022462531824 10.654906572571111
63.5936841883737 25.231586196191135 56.16800213014924 6.371379732833937 97.85537938618785
60.66141425645873 0.5843355365575897 30.05299548277096 86.92472340742178 35.407515358193145
51.644293323885016 80.03281456534219 3.8494118263922017 53.338429003260316 76.8310352239954
51.332729303075666 28.635341068909714 50.90490627417562 8.097995430148753 99.62826839617006
57.76511805241178 23.029531451214837 36.19124630471131 49.05595478690241 52.0446961970125
77.4815549561015 15.915065930206806 25.247154801060002 23.000960554405737 26.290175701736164
10.100951817052673 90.28800763328972 2.183212951017832 41.19083145492532 28.93795414179253
52.35267168700083 1.8058144921805463 52.39556661602956 33.158964267774905 40.65808483442982
2.157839729993871 31.06873415353768 38.41591779245211 78.96439312656362 37.409356872220954
12.53890229370852 26.08819492676364 31.50641048829709 25.569831938534705 98.5926792031353
98.37143192597219 73.39421894519543 39.76663757970136 85.41818158404115 0.711091236890915
55.99064499796012 56.019810652856684 80.8176791231585 56.47093878738384 11.911431998912537
5.944324805841128 53.882997370674836 21.88638096114056 39.517025527785734 67.57910147859505
48.26310767684488 77.40285211151075 63.63786879984643 60.49288161808395 33.383928048217506
44.61669609110709 74.78892243119257 80.92024172746297 4.290457506910849 66.04306897558376
33.78717457528618 9.858266915945224 90.13210609061919 59.924827543590276 19.207691721741725
47.43445312183654 93.93510610801512 66.2635391536926 58.944680722502966 23.687045179015264
83.78259542495861 98.82968208409294 12.173963764265183 42.126197773860326 3.5261828173359877
92.36804854571159 18.34287722711039 99.04464881356358 32.21338232795616 69.94685522080788
61.35858994604302 41.08033727547229 95.20409408632396 63.93550725384169 7.477624113931358
4.137678865515504 45.55732608263621 58.77190675067653 20.998653046484804 33.62843293656
12.852775757750157 50.400852211347015 52.443396399944945 21.609495935655232 53.02988649435034
90.23723718235742 55.16071739663728 57.4846023139427 5.945328874379474 59.059068013004755
43.827195024668754 75.75630034526426 7.281305626414136 55.017775755935595 46.560019505899255
12.808652062719151 51.5295581005185 86.82743992238875 58.78658252953031 82.53818403859124
77.46490906537898 6.407185579764585 42.70425058374998 62.53169838827057 5.445672071700802
88.48735493762481 19.401806019237412 49.44228956174991 81.98735419259185 2.926254220192881
29.55232022284099 84.2634126717843 45.2090469885282 67.61019368932297 0.6423358618538044
46.033585475932995 67.23131336367284 19.157668065594248 79.96024869754842 3.9939857964206738
56.11595018438725 46.604666790994386 90.56328471174167 31.858477447848266 15.72442394889756
18.607367070330806 15.460078735438698 55.77477034456793 43.55180358312638 57.55833706054877
83.05070960894783 51.181062471414386 60.00640762461282 79.8629968776746 32.415014769018335
54.74684800639833 66.5192858148427 88.62443602925578 20.1568690011385 73.15590514493607
24.374834560669576 16.64290673841977 97.30805977677164 49.84434876648584 43.48120840079434
43.677845734726205 23.0569976111063 83.89200326518691 39.260790248505586 49.90004615647935
75.75390430560705 32.11156858727639 13.124202496898397 49.404365090568916 77.99610172597647
86.21349264028213 44.92627549621739 45.961651772629985 29.50398565717194 93.19486353203493
79.82026979784868 19.108515995662245 30.416523603982494 17.86925378467267 32.89380834194262
85.88695878826466 65.4517350532649 51.019955302332946 22.579500411040176 77.25500520594237
8.665372877562715 78.76143885083336 71.34263002075959 67.50224136251335 79.07519250255164
82.20261832172119 90.11101553580001 86.65375672684489 85.87107308952852 68.91649717803972
41.25120319563168 68.42161823848268 79.2824604599557 26.238185885630894 26.7456900657701
63.82118462667354 8.459664858791294 8.548059376289563 99.67080837617574 15.244592889240295
32.96587631491702 23.83776175426513 63.689644078049554 54.492928200459986 7.301986908199288
3.4989074303935497 91.04947461936536 18.557894373533866 61.42854475923688 19.116365320185025
26.18763483454707 79.01976960449055 88.03049100556962 15.227884114771761 21.996501929386437
1.7673524813441976 71.11558684895597 3.3995293381338554 25.900057989284175 15.268813796638748
95.91356321568294 19.624237209432426 1.7539300903039678 59.20277756811478 10.971325251229903
99.37166283849209 33.02318830592084 72.68886599384126 83.7640759282655 23.015939981106428
